Brand,Store Number,Country,Longitude,Latitude
Starbucks,5644-2381,US,-118.3,33.89
Starbucks,25053-238705,US,-118.3,33.9
Starbucks,5645-1961,US,-118.31,33.87
Starbucks,76505-99301,US,-118.32,33.89
Starbucks,5364-906,US,-121.59,37.01
Starbucks,5501-1685,US,-121.56,37.02
Starbucks,74496-96838,US,-121.59,37.01
Starbucks,29569-254305,US,-121.55,37.01
Starbucks,27520-245414,US,-121.55,37
Starbucks,2889-93177,US,-121.55,37
Starbucks,24874-238884,US,-118.26,34.13
Starbucks,20827-185184,US,-118.26,34.16
Starbucks,17878-171164,US,-118.29,34.16
Starbucks,75385-104362,US,-118.29,34.16
Starbucks,23261-228525,US,-118.24,34.14
Starbucks,11445-251305,US,-118.26,34.23
Starbucks,76784-111370,US,-118.26,34.14
Teavana,28350-249747,US,-118.26,34.15
Starbucks,11894-105944,US,-118.26,34.14
Starbucks,520-464,US,-118.25,34.15
Starbucks,6979-78181,US,-118.25,34.15
Starbucks,14152-113347,US,-118.26,34.16
Starbucks,79602-106070,US,-118.26,34.13
Starbucks,74571-79835,US,-118.24,34.15
Starbucks,5814-15013,US,-118.26,34.16
Starbucks,6814-81120,US,-118.29,34.17
Starbucks,74624-94035,US,-117.86,34.14
Starbucks,9548-96260,US,-117.83,34.13
Starbucks,73523-36440,US,-117.86,34.13
Starbucks,5424-1330,US,-117.87,34.14
Starbucks,627-412,US,-121.26,38.63
Starbucks,5766-10774,US,-119.87,34.43
Starbucks,5314-427,US,-119.83,34.44
Starbucks,22294-219624,US,-121.44,36.51
Starbucks,18515-179548,US,-118.53,34.26
Starbucks,74776-98344,US,-118.5,34.27
Starbucks,5643-201564,US,-118.52,34.27
Starbucks,76487-111372,US,-118.5,34.27
Starbucks,5207-1974,US,-118.5,34.26
Starbucks,11895-105173,US,-118.5,34.29
Starbucks,17861-179165,US,-121.22,38.74
Starbucks,6715-59899,US,-121.17,38.74
Starbucks,5820-156004,US,-121.06,39.2
Starbucks,79594-107176,US,-121.03,39.24
Starbucks,72237-33059,US,-122.52,37.95
Starbucks,10936-102724,US,-121.69,39.37
Starbucks,74507-27688,US,-120.61,35.12
Starbucks,79586-105478,US,-123,38.5
Starbucks,3420-93705,US,-121.02,37.1
Starbucks,8658-93562,US,-117.96,34.02
Starbucks,74766-98352,US,-117.97,34
Starbucks,6631-70920,US,-122.43,37.47
Starbucks,5873-231564,US,-119.65,36.33
Starbucks,76260-89360,US,-119.68,36.32
Starbucks,9457-96512,US,-119.67,36.33
Starbucks,5843-27328,US,-118.31,33.78
Starbucks,5960-40859,US,-118.29,33.81
Starbucks,20680-207644,US,-118.31,33.8
Starbucks,20390-205006,US,-118.07,33.83
Starbucks,5840-26567,US,-118.37,33.9
Starbucks,25941-242286,US,-118.35,33.93
Starbucks,76944-131626,US,-118.32,33.92
Starbucks,3425-85640,US,-118.33,33.92
Starbucks,5878-29655,US,-118.37,33.9
Starbucks,5688-5364,US,-118.35,33.92
Starbucks,76690-101871,US,-122.12,37.67
Starbucks,6645-71160,US,-122.09,37.67
Starbucks,9512-95867,US,-122.06,37.61
Starbucks,29955-255466,US,-122.06,37.61
Starbucks,18008-159606,US,-122.11,37.63
Starbucks,3847-138569,US,-122.06,37.66
Starbucks,5483-1561,US,-122.09,37.65
Starbucks,10887-99700,US,-122.12,37.67
Starbucks,10105-99828,US,-122.08,37.68
Starbucks,79509-102349,US,-122.08,37.68
Starbucks,6596-62519,US,-122.11,37.65
Starbucks,6624-67661,US,-122.07,37.62
Starbucks,79584-106671,US,-122.87,38.61
Starbucks,5855-27407,US,-122.87,38.61
Starbucks,8752-93755,US,-116.97,33.73
Starbucks,5983-53919,US,-117,33.75
Starbucks,10010-97229,US,-116.98,33.75
Starbucks,76364-97139,US,-117.01,33.75
Starbucks,8727-93934,US,-122.26,38.02
Starbucks,5882-30801,US,-122.27,38.01
Starbucks,74685-96540,US,-118.39,33.86
Starbucks,5201-291,US,-118.39,33.86
Starbucks,5821-5506,US,-118.4,33.86
Starbucks,10489-101005,US,-117.29,34.47
Starbucks,9454-95104,US,-117.38,34.43
Starbucks,76970-136440,US,-117.39,34.43
Starbucks,8704-94421,US,-117.29,34.42
Starbucks,6768-77841,US,-117.2,34.12
Starbucks,79537-102364,US,-121.39,36.84
Starbucks,5921-238760,US,-121.39,36.84
Starbucks,76245-92523,US,-121.39,36.84
Starbucks,6467-56379,US,-118.34,34.1
Starbucks,5620-1957,US,-118.34,34.11
Starbucks,16980-167664,US,-118.33,34.1
Starbucks,22916-225624,US,-118.33,34.1
Starbucks,5775-16414,US,-118.34,34.1
Starbucks,5379-98393,US,-118.31,34.1
Starbucks,11230-102881,US,-117.99,33.69
Starbucks,662-428,US,-118.04,33.72
Starbucks,76447-97175,US,-117.96,33.67
Starbucks,575-297,US,-118,33.66
Starbucks,9289-95415,US,-118.04,33.72
Starbucks,8822-93465,US,-117.97,33.66
Starbucks,8705-94274,US,-117.95,33.67
Starbucks,9630-97661,US,-118.02,33.74
Starbucks,74691-91323,US,-118.03,33.73
Starbucks,5210-416,US,-117.99,33.73
Starbucks,73536-53359,US,-117.99,33.68
Starbucks,16876-164124,US,-118,33.73
Starbucks,28273-249442,US,-118.01,33.69
Starbucks,17851-180365,US,-117.99,33.66
Starbucks,74595-86102,US,-117.97,33.66
Starbucks,73293-108341,US,-118,33.68
Starbucks,5872-28807,US,-118.08,33.72
Starbucks,5807-5544,US,-118,33.68
Starbucks,73293-27207,US,-118,33.68
Starbucks,5788-17554,US,-118.23,33.99
Starbucks,8780-94588,US,-118.21,33.99
Starbucks,8709-94033,US,-116.23,33.71
Starbucks,76969-136439,US,-116.22,33.74
Starbucks,19158-198887,US,-116.27,33.69
Starbucks,16347-123205,US,-116.22,33.74
Starbucks,75290-96292,US,-116.2,33.72
Starbucks,74581-83081,US,-118.35,33.96
Starbucks,15491-155987,US,-118.33,33.95
Starbucks,6767-79220,US,-118.33,33.95
Starbucks,2820-88441,US,-118.36,33.98
Starbucks,25054-238704,US,-118.37,33.96
Starbucks,622-345,US,-117.83,33.65
Starbucks,76587-97572,US,-117.75,33.65
Starbucks,5951-7750,US,-117.86,33.69
Starbucks,17356-160395,US,-117.83,33.7
Starbucks,47758-258884,US,-117.79,33.73
Starbucks,11457-103997,US,-117.75,33.65
Starbucks,10999-102287,US,-117.76,33.67
Starbucks,28506-250713,US,-117.74,33.65
Starbucks,5416-1261,US,-117.79,33.67
Starbucks,6448-38159,US,-117.85,33.64
Starbucks,5427-1315,US,-117.74,33.65
Starbucks,11164-99769,US,-117.75,33.65
Starbucks,515-459,US,-117.79,33.71
Starbucks,8641-93571,US,-117.78,33.65
Starbucks,23943-212684,US,-117.84,33.65
Starbucks,5741-5526,US,-117.77,33.72
Starbucks,14009-108044,US,-117.85,33.67
Starbucks,3454-91640,US,-117.81,33.68
Starbucks,75398-103405,US,-117.84,33.65
Starbucks,6863-83065,US,-117.76,33.7
Starbucks,75578-51201,US,-117.85,33.68
Starbucks,73668-93063,US,-117.82,33.68
Starbucks,11456-103990,US,-117.74,33.7
Starbucks,49184-252850,US,-117.85,33.68
Starbucks,23518-215007,US,-117.79,33.73
Starbucks,20913-208486,US,-117.81,33.69
Starbucks,3419-93205,US,-117.94,34.11
Starbucks,5332-862,US,-119.86,34.41
Starbucks,9418-96309,US,-120.8,38.37
Starbucks,79583-107564,US,-120.8,38.37
Starbucks,25586-241245,US,-120.04,36.73
Starbucks,9489-96727,US,-119.96,35.99
Starbucks,11095-102760,US,-121.14,36.2
Starbucks,74344-83285,US,-120.04,39.24
Starbucks,6770-79861,US,-119.56,36.52
Starbucks,649-383,US,-118.19,34.2
Starbucks,5705-7827,US,-118.22,34.21
Starbucks,74599-87828,US,-118.25,34.23
Starbucks,5301-219,US,-118.24,34.22
Starbucks,74515-38979,US,-117.97,33.92
Starbucks,5298-432,US,-117.96,33.92
Starbucks,5631-1996,US,-117.97,33.94
Starbucks,76929-126184,US,-117.96,33.92
Starbucks,9819-96515,US,-117.93,33.93
Starbucks,24615-210124,US,-117.24,32.88
Starbucks,6739-75500,US,-117.25,32.85
Starbucks,18448-179565,US,-117.23,32.87
Starbucks,5387-176304,US,-117.27,32.84
Starbucks,6521-34159,US,-117.27,32.81
Starbucks,528-472,US,-117.27,32.85
Starbucks,8947-94064,US,-117.22,32.87
Starbucks,74517-38999,US,-117.27,32.84
Starbucks,644-361,US,-117.23,32.87
Starbucks,14179-250715,US,-116.96,32.75
Starbucks,5222-417,US,-117.01,32.78
Starbucks,74502-27670,US,-117.02,32.77
Starbucks,6876-86049,US,-117.04,32.78
Starbucks,8905-94942,US,-117.03,32.77
Starbucks,29556-99384,US,-117.01,32.78
Starbucks,5953-44200,US,-117.02,32.78
Starbucks,73570-79972,US,-118.01,33.9
Starbucks,5716-220264,US,-118.01,33.92
Starbucks,10342-97367,US,-118.01,33.9
Starbucks,23260-228804,US,-117.95,34.04
Starbucks,2988-93240,US,-116.3,33.68
Starbucks,14277-109964,US,-116.27,33.71
Starbucks,76194-88908,US,-116.29,33.71
Starbucks,74614-90541,US,-116.3,33.72
Starbucks,79737-104055,US,-117.77,34.12
Starbucks,5779-16456,US,-117.78,34.12
Starbucks,76577-99296,US,-117.76,34.11
Starbucks,7972-95559,US,-117.76,34.11
Starbucks,26189-243835,US,-117.63,33.56
Starbucks,6603-65000,US,-117.65,33.56
Starbucks,74208-24447,US,-122.12,37.89
Starbucks,560-502,US,-122.12,37.89
Starbucks,9453-96589,US,-122.1,37.9
Starbucks,79626-102648,US,-117.79,33.55
Starbucks,512-455,US,-117.78,33.54
Starbucks,14011-108036,US,-117.79,33.54
Starbucks,5389-1169,US,-117.73,33.61
Starbucks,6763-40122,US,-117.68,33.6
Starbucks,5749-8668,US,-117.7,33.59
Starbucks,14012-108037,US,-117.72,33.53
Starbucks,5589-1670,US,-117.71,33.56
Starbucks,6987-91002,US,-117.71,33.57
Starbucks,74308-79062,US,-117.72,33.55
Starbucks,22483-160385,US,-117.69,33.56
Starbucks,9631-97208,US,-117.69,33.52
Starbucks,6427-37239,US,-117.71,33.61
Starbucks,73659-95044,US,-117.37,33.69
Starbucks,6675-70480,US,-117.3,33.66
Starbucks,10809-102531,US,-117.34,33.69
Starbucks,76693-98339,US,-117.34,33.69
Starbucks,74834-98876,US,-117.29,33.66
Starbucks,28797-250719,US,-117.68,33.68
Starbucks,10424-97308,US,-117.67,33.66
Starbucks,5600-1912,US,-117.7,33.66
Starbucks,8710-94416,US,-117.71,33.63
Starbucks,5236-431,US,-117.68,33.64
Starbucks,6812-79895,US,-117.65,33.67
Starbucks,26190-243834,US,-117.72,33.63
Starbucks,79638-114968,US,-118.48,35.62
Starbucks,74952-102355,US,-122.93,39.05
Starbucks,15511-147997,US,-116.93,32.86
Starbucks,6571-65302,US,-118.12,33.86
Starbucks,5650-2075,US,-118.14,33.85
Starbucks,9419-95886,US,-118.12,33.85
Starbucks,74923-102348,US,-118.12,33.84
Starbucks,5702-6746,US,-118.14,33.85
Starbucks,74761-92740,US,-118.12,33.86
Starbucks,74623-93726,US,-118.2,34.66
Starbucks,6984-85681,US,-118.11,34.68
Starbucks,23285-226124,US,-118.17,34.69
Starbucks,6982-88600,US,-118.17,34.67
Starbucks,19566-174784,US,-118.15,34.68
Starbucks,13220-107230,US,-118.17,34.7
Starbucks,10547-97408,US,-122.75,38.5
Starbucks,9815-73224,US,-122.51,37.95
Starbucks,10220-99622,US,-121.29,37.82
Starbucks,76930-127284,US,-121.3,37.81
Starbucks,14154-113344,US,-118.35,33.9
Starbucks,6689-36179,US,-118.95,34.98
Starbucks,9791-248908,US,-117.04,32.74
Starbucks,73526-53320,US,-117.05,32.74
Starbucks,10106-99404,US,-119.78,36.31
Starbucks,5954-38479,US,-121.3,38.88
Starbucks,11096-101023,US,-121.3,38.87
Starbucks,76694-104496,US,-121.3,38.87
Starbucks,74184-35463,US,-121.29,38.88
Starbucks,9635-97707,US,-119.1,36.2
Starbucks,6468-61500,US,-121.72,37.7
Starbucks,641-358,US,-121.74,37.7
Starbucks,6532-61700,US,-121.72,37.72
Starbucks,11329-100040,US,-121.8,37.65
Starbucks,17974-179804,US,-121.85,37.7
Starbucks,76210-93645,US,-121.75,37.7
Starbucks,5311-730,US,-121.78,37.68
Starbucks,5732-5386,US,-121.77,37.69
Starbucks,74288-118685,US,-121.74,37.7
Starbucks,8111-96100,US,-121.82,37.7
Starbucks,79567-105475,US,-121.78,37.68
Starbucks,8712-94224,US,-120.74,37.39
Starbucks,18831-160285,US,-121.27,38.1
Starbucks,6489-63002,US,-121.31,38.12
Starbucks,11330-100944,US,-121.29,38.14
Starbucks,74963-102363,US,-121.31,38.12
Starbucks,76345-95379,US,-121.3,38.12
Starbucks,9325-95933,US,-121.26,38.12
Starbucks,22997-226184,US,-117.24,34.05
Starbucks,13221-106687,US,-117.23,34.05
Starbucks,74738-98896,US,-120.46,34.65
Starbucks,6496-40762,US,-120.46,34.66
Starbucks,75948-104482,US,-118.19,33.77
Starbucks,10138-99888,US,-118.14,33.78
Starbucks,74620-93749,US,-118.18,33.84
Starbucks,5721-8305,US,-118.19,33.81
Starbucks,5221-290,US,-118.19,33.77
Starbucks,21821-215006,US,-118.11,33.76
Starbucks,5255-289,US,-118.11,33.76
Starbucks,76983-136851,US,-118.17,33.88
Starbucks,75370-102971,US,-118.11,33.78
Starbucks,74605-79833,US,-118.12,33.81
Starbucks,6865-84720,US,-118.11,33.8
Starbucks,27432-247557,US,-118.19,33.77
Starbucks,12956-152240,US,-118.18,33.77
Starbucks,5578-1516,US,-118.09,33.83
Starbucks,29755-254260,US,-118.13,33.8
Starbucks,29579-254224,US,-118.18,33.77
Starbucks,17553-164224,US,-118.12,33.8
Starbucks,579-301,US,-118.13,33.76
Starbucks,79747-136393,US,-118.15,33.76
Starbucks,5795-18980,US,-118.14,33.79
Starbucks,19665-192265,US,-118.14,33.83
Starbucks,75377-103561,US,-118.11,33.78
Starbucks,5774-5505,US,-118.18,33.84
Starbucks,9382-96453,US,-118.15,33.78
Starbucks,23924-234244,US,-118.2,33.77
Starbucks,29629-254259,US,-118.12,33.77
Starbucks,79666-114970,US,-118.14,33.79
Starbucks,5808-16794,US,-118.12,33.81
Starbucks,6655-69821,US,-118.19,33.77
Starbucks,22821-224705,US,-118.11,33.81
Starbucks,76769-107980,US,-118.18,33.82
Starbucks,7928-95560,US,-121.19,38.82
Starbucks,10810-101571,US,-118.07,33.8
Starbucks,571-294,US,-122.12,37.38
Starbucks,20667-199784,US,-122.12,37.38
Starbucks,5280-847,US,-122.1,37.36
Starbucks,22601-215486,US,-118.34,34.09
Teavana,28388-250253,US,-118.43,34.04
Starbucks,49341-237439,US,-118.37,33.98
Starbucks,5794-19180,US,-118.29,34.1
Starbucks,5494-404,US,-118.45,34.06
Starbucks,26529-239124,US,-118.39,33.95
Starbucks,17989-179004,US,-118.25,34.05
Starbucks,5402-1195,US,-118.34,34.1
Starbucks,27526-235424,US,-118.42,33.97
Starbucks,5337-1197,US,-118.44,34.04
Starbucks,16279-169147,US,-118.38,34.08
Starbucks,5394-981,US,-118.44,34.02
Starbucks,16280-166728,US,-118.44,34.06
Starbucks,20540-196508,US,-118.4,34.05
Starbucks,74543-52099,US,-118.29,34.07
Starbucks,21687-212688,US,-118.35,34.02
Starbucks,536-364,US,-118.44,34.06
Starbucks,13222-106449,US,-118.27,34.04
Starbucks,72328-5831,US,-118.41,33.95
Starbucks,8617-93468,US,-118.22,34.14
Starbucks,6688-75720,US,-118.27,34.06
Starbucks,72305-4330,US,-118.4,33.95
Starbucks,9234-9075,US,-118.25,34.05
Starbucks,28131-250071,US,-118.34,34.07
Starbucks,13045-153025,US,-118.21,34.06
Starbucks,25813-241711,US,-118.42,33.96
Starbucks,15177-8708,US,-118.34,34.1
Starbucks,75244-90562,US,-118.38,34.08
Starbucks,22415-184968,US,-118.35,34.06
Starbucks,24673-238029,US,-118.4,33.95
Starbucks,8779-94589,US,-118.12,33.98
Starbucks,75810-94544,US,-118.39,33.95
Starbucks,5683-4410,US,-118.26,34.1
Starbucks,9505-96843,US,-118.33,34.04
Starbucks,6577-66220,US,-118.26,34.05
Starbucks,22640-223084,US,-118.43,34
Starbucks,507-450,US,-118.32,34.07
Teavana,28544-250017,US,-118.38,34.08
Starbucks,15062-155325,US,-118.24,34.06
Starbucks,16281-166729,US,-118.26,34.05
Starbucks,8819-94823,US,-118.25,33.98
Starbucks,26137-242689,US,-118.4,33.94
Starbucks,5549-1822,US,-118.44,34.13
Starbucks,19448-193605,US,-118.4,33.95
Starbucks,5995-88000,US,-118.31,33.99
Starbucks,22525-213345,US,-118.29,34.06
Starbucks,26131-243427,US,-118.4,33.94
Starbucks,75476-103411,US,-118.17,34.07
Starbucks,6593-64760,US,-118.33,34.02
Starbucks,9998-98124,US,-118.35,34.06
Starbucks,47015-254564,US,-118.25,34.05
Starbucks,6451-54039,US,-118.4,34.03
Starbucks,5284-718,US,-118.26,34.05
Starbucks,24851-239027,US,-118.27,34.11
Starbucks,29552-253805,US,-118.4,33.96
Starbucks,5577-1851,US,-118.36,34.06
Starbucks,5461-1452,US,-118.32,34.1
Starbucks,5793-8030,US,-118.26,34.13
Starbucks,5373-931,US,-118.34,34.08
Starbucks,21866-169146,US,-118.35,34.1
Starbucks,21800-197225,US,-118.26,33.99
Starbucks,13286-106226,US,-118.22,34.12
Starbucks,624-346,US,-118.36,34.08
Starbucks,12900-154604,US,-118.35,34.06
Starbucks,17848-181484,US,-118.3,34.06
Starbucks,3941-141830,US,-118.22,34.14
Starbucks,9225-8789,US,-118.25,34.05
Starbucks,25200-156784,US,-118.34,34.07
Starbucks,76949-131627,US,-118.37,34.02
Starbucks,22477-221164,US,-118.22,34.02
Starbucks,5256-714,US,-118.26,34.05
Starbucks,6557-65159,US,-118.24,34.05
Starbucks,5626-1958,US,-118.38,34.05
Starbucks,21467-212349,US,-118.34,34.09
Starbucks,546-489,US,-118.43,34.04
Starbucks,5290-887,US,-118.38,34.08
Starbucks,6608-65303,US,-118.25,34.04
Starbucks,74737-98608,US,-118.43,34.03
Starbucks,5877-29275,US,-118.31,34.1
Starbucks,10586-101074,US,-118.26,34.05
Starbucks,11233-104456,US,-118.26,34.05
Starbucks,74664-94345,US,-118.29,34.1
Starbucks,24871-239146,US,-118.25,34.05
Starbucks,5250-901,US,-118.39,34.03
Starbucks,20401-196507,US,-118.42,33.96
Starbucks,5488-1453,US,-118.34,34.06
Starbucks,5244-318,US,-118.4,33.96
Starbucks,5289-886,US,-118.25,34.05
Starbucks,74586-39039,US,-118.33,34.08
Starbucks,75980-98881,US,-118.19,34.14
Starbucks,15244-113064,US,-118.28,34.02
Starbucks,5291-794,US,-118.26,34.05
Starbucks,9506-95463,US,-118.34,34.05
Starbucks,17413-168644,US,-118.28,34.02
Starbucks,5277-313,US,-118.36,34.07
Starbucks,5491-717,US,-118.37,33.98
Starbucks,27702-248365,US,-118.24,34.05
Starbucks,18381-179547,US,-118.45,34.03
Starbucks,5565-1850,US,-118.43,34.04
Starbucks,24005-234864,US,-118.28,34.03
Starbucks,28051-249448,US,-118.38,34.05
Starbucks,16928-172185,US,-118.4,33.95
Starbucks,5785-5892,US,-118.39,33.98
Starbucks,14629-128224,US,-118.37,34.1
Starbucks,9227-159869,US,-118.25,34.05
Starbucks,659-333,US,-118.47,34.06
Starbucks,19087-193606,US,-118.4,33.95
Starbucks,13397-107450,US,-118.26,34.04
Starbucks,9230-154245,US,-118.25,34.06
Starbucks,10939-100965,US,-118.26,34.04
Starbucks,5911-34399,US,-118.31,34.06
Starbucks,19883-190684,US,-118.24,34.06
Starbucks,29377-252209,US,-118.28,34.06
Starbucks,9973-98128,US,-118.24,34.05
Starbucks,10940-102763,US,-118.26,34.12
Starbucks,5698-2402,US,-118.34,34.05
Starbucks,17331-172467,US,-118.26,34.05
Starbucks,8608-93890,US,-118.41,33.98
Starbucks,508-451,US,-118.47,34.05
Starbucks,26328-243763,US,-118.24,34.03
Starbucks,11991-105620,US,-118.35,34.13
Starbucks,26527-244452,US,-118.43,34.03
Starbucks,14412-118485,US,-118.37,34.03
Starbucks,22711-223785,US,-118.47,34.04
Starbucks,9328-96241,US,-118.18,34.03
Starbucks,72307-5827,US,-118.4,33.95
Starbucks,19848-168484,US,-118.18,34.11
Starbucks,75628-38879,US,-118.38,33.95
Starbucks,76915-130367,US,-120.87,37.06
Starbucks,6817-83249,US,-120.83,37.06
Starbucks,14504-108369,US,-120.87,37.06
Starbucks,5323-22401,US,-121.96,37.24
Starbucks,15438-154404,US,-121.98,37.23
Starbucks,10542-100873,US,-121.95,37.25
Starbucks,20186-203844,US,-121.91,37.24
Starbucks,10343-100624,US,-121.98,37.23
Starbucks,27447-247650,US,-121.93,37.24
Starbucks,6956-243946,US,-120.83,35.31
Starbucks,6580-65700,US,-118.18,33.93
Starbucks,16783-164227,US,-118.2,33.93
Starbucks,26768-244364,US,-120.13,37.02
Starbucks,10139-96926,US,-120.08,36.95
Starbucks,75275-99919,US,-119.8,36.88
Starbucks,7939-84960,US,-120.09,36.98
Starbucks,79683-108474,US,-118.81,34.02
Starbucks,561-503,US,-118.69,34.04
Starbucks,14014-108039,US,-118.69,34.03
Starbucks,5562-1689,US,-118.84,34.03
Starbucks,74513-45120,US,-118.97,37.64
Starbucks,8074-147684,US,-118.99,37.65
Starbucks,14966-155986,US,-118.4,33.9
Starbucks,76330-95469,US,-118.4,33.89
Starbucks,542-486,US,-118.41,33.89
Starbucks,8642-94061,US,-121.19,37.8
Starbucks,13398-97069,US,-121.25,37.79
Starbucks,79766-129844,US,-121.19,37.8
Starbucks,25007-237478,US,-121.2,37.8
Starbucks,10774-100942,US,-121.24,37.83
Starbucks,11830-105519,US,-121.24,37.8
Starbucks,24503-238077,US,-121.81,36.67
Starbucks,76835-107979,US,-121.81,36.67
Starbucks,6707-76781,US,-121.8,36.69
Starbucks,9545-96910,US,-118.44,33.98
Starbucks,18449-179546,US,-118.44,33.98
Starbucks,616-341,US,-118.44,33.99
Starbucks,5713-5903,US,-118.45,33.99
Starbucks,79706-98880,US,-118.44,33.99
Starbucks,21686-214165,US,-118.44,33.98
Starbucks,5275-747,US,-118.47,33.98
Starbucks,74783-73685,US,-122.09,37.96
Starbucks,17005-162864,US,-122.11,37.99
Starbucks,5371-727,US,-122.12,37.99
Starbucks,5245-392,US,-122.09,37.96
Starbucks,6548-65780,US,-122.14,38.02
Starbucks,8798-154158,US,-121.59,39.15
Starbucks,9263-95533,US,-124.1,40.94
Starbucks,11592-104405,US,-116.09,33.57
Starbucks,28266-246805,US,-117.17,33.68
Starbucks,14488-107911,US,-117.18,33.68
Starbucks,76971-136441,US,-117.18,33.68
Starbucks,646-363,US,-122.18,37.45
Starbucks,21395-211764,US,-122.2,37.42
Starbucks,5798-8365,US,-122.2,37.43
Starbucks,8109-95927,US,-122.18,37.45
Starbucks,79715-122664,US,-122.18,37.45
Starbucks,9865-97809,US,-122.2,37.42
Starbucks,5639-1923,US,-122.15,37.48
Starbucks,5745-10135,US,-120.48,37.32
Starbucks,5919-237353,US,-120.48,37.3
Starbucks,9514-97070,US,-120.46,37.33
Starbucks,10491-100667,US,-120.45,37.29
Starbucks,24597-235450,US,-120.49,37.32
Starbucks,74880-99816,US,-122.52,37.9
Starbucks,5728-9492,US,-122.53,37.89
Starbucks,21728-213324,US,-122.52,37.9
Starbucks,5941-38480,US,-122.53,37.88
Starbucks,672-386,US,-122.52,37.9
Starbucks,19055-178424,US,-122.39,37.6
Starbucks,557-499,US,-122.39,37.6
Starbucks,6476-60519,US,-121.89,37.44
Starbucks,626-348,US,-121.92,37.43
Starbucks,5818-18699,US,-121.92,37.42
Starbucks,22279-219004,US,-121.88,37.42
Starbucks,5247-390,US,-121.9,37.43
Starbucks,17972-174645,US,-121.91,37.43
Starbucks,5962-44907,US,-121.9,37.42
Starbucks,79582-104979,US,-121.9,37.43
Starbucks,23107-210085,US,-121.9,37.41
Starbucks,6758-78660,US,-121.92,37.45
Starbucks,76397-95760,US,-117.56,33.98
Starbucks,5833-24687,US,-118.47,34.26
Teavana,28197-250115,US,-117.67,33.56
Starbucks,76788-100266,US,-117.67,33.61
Starbucks,5268-436,US,-117.65,33.65
Starbucks,22422-210112,US,-117.67,33.56
Starbucks,11831-105609,US,-117.67,33.55
Starbucks,580-302,US,-117.68,33.61
Starbucks,15818-155989,US,-117.69,33.61
Starbucks,14016-108035,US,-117.67,33.6
Starbucks,8861-94886,US,-117.67,33.58
Starbucks,74546-25848,US,-117.66,33.59
Starbucks,73486-56161,US,-117.63,33.63
Starbucks,10108-99624,US,-121.02,37.65
Starbucks,5313-219484,US,-120.96,37.65
Starbucks,5964-35159,US,-121.07,37.7
Starbucks,76162-88888,US,-121.06,37.69
Starbucks,72771-67562,US,-121.05,37.7
Starbucks,24587-235447,US,-120.99,37.69
Starbucks,9741-84962,US,-121.03,37.67
Starbucks,72904-95378,US,-121,37.66
Starbucks,5258-849,US,-121,37.69
Starbucks,74910-101839,US,-121,37.67
Starbucks,11832-105886,US,-120.99,37.59
Starbucks,25093-237904,US,-120.99,37.69
Starbucks,6686-68081,US,-121.05,37.69
Starbucks,13935-108365,US,-120.92,37.64
Starbucks,6875-84940,US,-120.99,37.65
Starbucks,8980-95211,US,-120.98,37.68
Starbucks,17847-183164,US,-120.96,37.67
Starbucks,5985-213964,US,-120.99,37.67
Teavana,28664-250067,US,-121.05,37.69
Starbucks,5473-244109,US,-117.98,34.14
Starbucks,5239-406,US,-118.01,34.14
Starbucks,28507-249685,US,-118.02,34.15
Starbucks,5593-1450,US,-118,34.15
Starbucks,74659-94830,US,-118,34.15
Starbucks,17693-180530,US,-117.69,34.09
Starbucks,24325-237107,US,-117.69,34.08
Starbucks,47250-256930,US,-117.71,34.06
Starbucks,669-443,US,-117.69,34.09
Starbucks,6750-87601,US,-118.11,34.02
Starbucks,5444-1461,US,-118.08,34.04
Starbucks,73688-128624,US,-118.12,34.03
Starbucks,23426-155691,US,-121.9,36.62
Starbucks,5978-48599,US,-121.9,36.62
Starbucks,16079-155689,US,-121.89,36.6
Starbucks,601-267,US,-121.9,36.58
Starbucks,5348-860,US,-118.14,34.04
Starbucks,16782-10773,US,-118.23,34.21
Starbucks,26639-244261,US,-118.88,34.28
Starbucks,5452-1532,US,-118.87,34.28
Starbucks,10109-99407,US,-118.84,34.3
Starbucks,74788-98373,US,-118.9,34.27
Starbucks,25207-237782,US,-118.87,34.28
Starbucks,6435-33881,US,-122.12,37.86
Starbucks,74806-23808,US,-122.13,37.84
Starbucks,9899-97042,US,-117.18,33.94
Starbucks,9346-96040,US,-117.26,33.94
Starbucks,17824-180665,US,-117.21,33.89
Starbucks,8944-94756,US,-117.28,33.94
Starbucks,10344-101112,US,-117.23,33.94
Starbucks,76767-107985,US,-117.19,33.94
Starbucks,5276-741,US,-121.64,37.11
Starbucks,5932-36159,US,-121.64,37.13
Starbucks,74168-24430,US,-121.64,37.13
Starbucks,11745-72996,US,-121.65,37.16
Starbucks,74476-83324,US,-121.63,37.12
Starbucks,8977-94123,US,-121.66,37.14
Starbucks,76789-107986,US,-121.65,37.16
Starbucks,73626-79655,US,-120.84,35.37
Starbucks,10663-99694,US,-122.08,37.42
Starbucks,5847-23949,US,-122.09,37.37
Starbucks,74179-24449,US,-122.09,37.37
Starbucks,5663-1864,US,-122.08,37.39
Starbucks,7933-95734,US,-122.09,37.41
Starbucks,19004-178425,US,-122.11,37.4
Starbucks,18889-160744,US,-122.11,37.4
Starbucks,10312-100471,US,-122.1,37.42
Starbucks,74947-101866,US,-122.09,37.38
Starbucks,20234-204344,US,-122.07,37.38
Starbucks,618-342,US,-122.09,37.39
